period_start,period_end,ticker,premium,premium_pct,underlying_ret_in_prev_period,current_return_for_underlying,pnl_dollar,pnl_pct,contribution_pct,stock_entry,stock_expiry,strike,payoff,atm_correction,carried,split_factor
2021-06-14,2021-07-09,CRM,7.42,3.0131,14.5,-1.36,-7.42,-3.0131,-0.100437,246.26,242.91,247.5,0.0,0.62,False,1
2021-06-14,2021-07-09,DIS,3.21,1.8015,4.8,3.48,3.67,2.0597,0.068657,178.18,184.38,177.5,6.88,-0.34,False,1
2021-06-14,2021-07-09,GOOG,49.24,1.9485,8.9,3.33,37.04,1.4657,0.048857,2527.04,2611.28,2525.0,86.28,-1.02,False,1
2021-06-14,2021-07-09,GOOGL,81.3,3.3198,7.0,2.51,-20.9,-0.8534,-0.028447,2448.91,2510.4,2450.0,60.4,0.54,False,20
2021-06-14,2021-07-09,IBM,2.59,1.7263,3.4,-6.07,-2.59,-1.7297,-0.057657,150.03,140.92,150.0,0.0,-0.02,False,1
2021-06-14,2021-07-09,INTU,15.52,3.2539,13.7,5.9,12.08,2.5316,0.084387,476.97,505.1,477.5,27.6,0.26,False,1
2021-06-14,2021-07-09,KO,0.89,1.6022,1.7,-1.93,-0.89,-1.5932,-0.053107,55.55,54.48,55.5,0.0,-0.02,False,1
2021-06-14,2021-07-09,LLY,4.53,2.0035,15.6,4.38,6.48,2.866,0.095533,226.1,236.01,225.0,11.01,-0.55,False,1
2021-06-14,2021-07-09,MA,9.49,2.5892,0.9,2.47,-1.43,-0.3902,-0.013007,366.52,375.56,367.5,8.06,0.49,False,1
2021-06-14,2021-07-09,MSFT,4.71,1.8123,6.0,6.71,12.61,4.8501,0.16167,259.89,277.32,260.0,17.32,0.05,False,1
2021-06-14,2021-07-09,NFLX,10.91,2.1825,2.2,7.49,26.4,5.2822,0.176073,499.89,537.31,500.0,37.31,0.06,False,1
2021-06-14,2021-07-09,NOW,15.05,2.9548,12.1,10.33,36.88,7.2407,0.241357,509.34,561.93,510.0,51.93,0.33,False,1
2021-06-14,2021-07-09,NVDA,22.98,3.1883,27.2,13.84,77.53,10.7562,0.35854,720.75,820.5,720.0,100.5,-0.37,False,1
2021-06-14,2021-07-09,ORCL,2.34,2.8322,4.5,5.4,2.24,2.7112,0.090373,82.62,87.08,82.5,4.58,-0.06,False,1
2021-06-14,2021-07-09,PEP,2.92,1.9654,1.6,0.63,-2.42,-1.6255,-0.054183,148.57,149.51,149.0,0.51,0.21,False,1
2021-06-14,2021-07-09,QCOM,3.35,2.4397,5.8,3.76,2.12,1.5476,0.051587,137.31,142.47,137.0,5.47,-0.15,False,1
2021-06-14,2021-07-09,TSLA,32.51,5.2632,7.1,11.01,35.68,5.7772,0.192573,617.69,685.7,617.5,68.2,-0.1,False,1
2021-06-14,2021-07-09,V,5.51,2.3539,3.4,1.62,-2.64,-1.1278,-0.037593,234.08,237.87,235.0,2.87,0.46,False,1
2021-06-14,2021-07-09,WMT,3.01,2.1414,1.2,-0.36,-3.01,-2.1414,-0.07138,140.56,140.05,141.0,0.0,0.22,False,1
2021-07-12,2021-08-06,AAPL,3.83,2.6505,10.7,1.1,-1.74,-1.2042,-0.04014,144.5,146.09,144.0,2.09,-0.25,False,1
2021-07-12,2021-08-06,ABBV,5.16,4.3866,1.9,-3.03,-5.16,-4.3824,-0.14608,117.63,114.06,118.0,0.0,0.19,False,1
2021-07-12,2021-08-06,ABT,2.85,2.3988,7.5,3.66,1.32,1.1068,0.036893,118.81,123.16,119.0,4.16,0.1,False,1
2021-07-12,2021-08-06,ADBE,13.8,2.2992,7.8,4.84,15.42,2.5691,0.085637,600.2,629.22,600.0,29.22,-0.1,False,1
2021-07-12,2021-08-06,AMZN,131.72,3.5422,13.7,-10.13,-131.72,-3.5424,-0.11808,3718.55,3341.87,3720.0,0.0,0.72,False,1
2021-07-12,2021-08-06,AVGO,12.32,2.5363,2.1,-0.22,-12.32,-2.5373,-0.084577,485.75,484.68,485.0,0.0,-0.38,False,1
2021-07-12,2021-08-06,BX,3.32,3.2571,6.6,12.08,8.91,8.7462,0.29154,101.93,114.24,102.0,12.24,0.03,False,1
2021-07-12,2021-08-06,CMCSA,1.9,3.2612,1.7,0.03,-1.9,-3.2612,-0.108707,58.26,58.28,58.5,0.0,0.12,False,1
2021-07-12,2021-08-06,COST,6.05,1.4833,6.3,7.99,26.92,6.6,0.22,407.88,440.47,407.5,32.97,-0.19,False,1
2021-07-12,2021-08-06,DIS,5.28,2.8637,3.5,-4.15,-5.28,-2.8636,-0.095453,184.38,176.72,185.0,0.0,0.31,False,1
2021-07-12,2021-08-06,GOOG,73.42,2.8116,3.3,5.7,76.62,2.9342,0.097807,2611.28,2760.04,2610.0,150.04,-0.64,False,1
2021-07-12,2021-08-06,HD,7.48,2.3249,4.0,2.18,-1.22,-0.3792,-0.01264,321.74,328.76,322.5,6.26,0.38,False,1
2021-07-12,2021-08-06,INTU,12.2,2.4154,5.9,5.97,18.03,3.5696,0.118987,505.1,535.23,505.0,30.23,-0.05,False,1
2021-07-12,2021-08-06,JNJ,3.41,2.012,2.5,2.5,0.3,0.177,0.0059,169.48,173.71,170.0,3.71,0.26,False,1
2021-07-12,2021-08-06,JPM,3.11,1.9684,0.3,-0.42,-3.11,-1.9684,-0.065613,158.0,157.33,157.5,0.0,-0.25,False,1
2021-07-12,2021-08-06,LLY,7.45,3.1566,4.4,13.2,24.72,10.472,0.349067,236.01,267.16,235.0,32.16,-0.5,False,1
2021-07-12,2021-08-06,MA,8.52,2.2686,2.5,-1.3,-8.52,-2.2686,-0.07562,375.56,370.68,375.0,0.0,-0.28,False,1
2021-07-12,2021-08-06,MRK,1.47,1.8956,2.8,-2.88,-1.47,-1.902,-0.0634,77.55,75.32,77.5,0.0,-0.03,False,1
2021-07-12,2021-08-06,MSFT,6.34,2.2862,6.7,3.97,4.49,1.6191,0.05397,277.32,288.33,277.5,10.83,0.09,False,1
2021-07-12,2021-08-06,NFLX,22.55,4.1968,7.5,-3.23,-22.55,-4.1959,-0.139863,537.31,519.97,537.5,0.0,0.1,False,1
2021-07-12,2021-08-06,NKE,3.95,2.441,23.2,6.15,5.32,3.2876,0.109587,161.82,171.77,162.5,9.27,0.34,False,1
2021-07-12,2021-08-06,NOW,27.58,4.9081,10.3,4.63,-2.12,-0.3782,-0.012607,561.93,587.96,562.5,25.46,0.28,False,1
2021-07-12,2021-08-06,NVDA,34.25,4.1743,13.8,-1.06,-34.25,-4.1743,-0.139143,820.5,811.8,820.0,0.0,-0.25,False,4
2021-07-12,2021-08-06,ORCL,1.99,2.2853,5.4,3.24,0.91,1.045,0.034833,87.08,89.9,87.0,2.9,-0.04,False,1
2021-07-12,2021-08-06,PEP,3.3,2.2072,0.6,3.24,1.06,0.7056,0.02352,149.51,154.35,150.0,4.35,0.25,False,1
2021-07-12,2021-08-06,PG,2.82,2.0563,1.7,3.68,2.36,1.7209,0.057363,137.14,142.18,137.0,5.18,-0.07,False,1
2021-07-12,2021-08-06,QCOM,4.31,3.0252,3.8,3.12,0.6,0.4246,0.014153,142.47,146.92,142.0,4.92,-0.24,False,1
2021-07-12,2021-08-06,TSLA,40.0,5.8335,11.0,4.09,-11.24,-1.6392,-0.05464,685.7,713.76,685.0,28.76,-0.35,False,1
2021-07-12,2021-08-06,UNH,9.78,2.3507,4.2,-1.24,-9.78,-2.3507,-0.078357,416.04,410.87,412.5,0.0,-1.77,False,1
2021-07-12,2021-08-06,V,4.71,1.9801,1.6,0.9,-2.21,-0.927,-0.0309,237.87,240.0,237.5,2.5,-0.18,False,1
2021-08-09,2021-09-03,AAPL,2.85,1.9509,1.1,5.62,5.46,3.734,0.124467,146.09,154.3,146.0,8.3,-0.04,False,1
2021-08-09,2021-09-03,ABT,1.29,1.0474,3.7,4.69,6.65,5.3995,0.179983,123.16,128.94,121.0,7.94,-1.08,False,1
2021-08-09,2021-09-03,ADBE,13.54,2.1519,4.8,5.94,23.05,3.6633,0.12211,629.22,666.59,630.0,36.59,0.39,False,1
2021-08-09,2021-09-03,BAC,1.45,3.5653,0.1,0.93,-1.4,-3.4301,-0.114337,40.67,41.05,41.0,0.05,0.17,False,1
2021-08-09,2021-09-03,BX,2.78,2.4335,12.1,12.92,12.22,10.6968,0.35656,114.24,129.0,114.0,15.0,-0.12,False,1
2021-08-09,2021-09-03,CMCSA,0.88,1.51,0.0,5.9,2.84,4.873,0.162433,58.28,61.72,58.0,3.72,-0.14,False,1
2021-08-09,2021-09-03,COST,7.06,1.6028,8.0,5.01,15.48,3.5156,0.117187,440.47,462.55,440.0,22.55,-0.24,False,1
2021-08-09,2021-09-03,CRM,9.09,3.6459,2.6,7.12,7.99,3.2047,0.106823,249.32,267.08,250.0,17.08,0.34,False,1
2021-08-09,2021-09-03,GOOG,99.68,3.6115,5.7,4.91,35.82,1.2978,0.04326,2760.04,2895.5,2760.0,135.5,-0.02,False,1
2021-08-09,2021-09-03,GOOGL,65.05,2.3756,11.8,4.99,69.74,2.5469,0.084897,2738.26,2874.79,2740.0,134.79,0.87,False,1
2021-08-09,2021-09-03,HD,9.62,2.9261,2.2,0.48,-9.28,-2.8227,-0.09409,328.76,330.34,330.0,0.34,0.62,False,1
2021-08-09,2021-09-03,IBM,2.28,1.6142,0.2,-1.18,-2.28,-1.6106,-0.053687,141.25,139.58,141.0,0.0,-0.12,False,1
2021-08-09,2021-09-03,INTU,14.49,2.7072,6.0,5.24,13.76,2.5718,0.085727,535.23,563.25,535.0,28.25,-0.11,False,1
2021-08-09,2021-09-03,JNJ,4.64,2.6711,2.5,0.77,-4.61,-2.651,-0.088367,173.71,175.04,175.0,0.04,0.64,False,1
2021-08-09,2021-09-03,KO,1.21,2.1359,4.0,0.14,-1.21,-2.1447,-0.07149,56.65,56.73,57.0,0.0,0.17,False,1
2021-08-09,2021-09-03,LLY,11.63,4.3532,13.2,-2.86,-11.63,-4.3532,-0.145107,267.16,259.53,270.0,0.0,1.42,False,1
2021-08-09,2021-09-03,MSFT,6.95,2.4104,4.0,4.44,4.2,1.4549,0.048497,288.33,301.14,290.0,11.14,0.84,False,1
2021-08-09,2021-09-03,NKE,1.86,1.0828,6.1,-4.94,-1.86,-1.0858,-0.036193,171.77,163.29,170.0,0.0,-0.89,False,1
2021-08-09,2021-09-03,NOW,16.99,2.8897,4.6,15.42,71.64,12.1845,0.40615,587.96,678.63,590.0,88.63,1.02,False,1
2021-08-09,2021-09-03,ORCL,2.42,2.6919,3.2,0.11,-2.42,-2.6919,-0.08973,89.9,90.0,90.0,0.0,0.05,False,1
2021-08-09,2021-09-03,PEP,3.77,2.4425,3.2,1.78,-1.69,-1.0917,-0.03639,154.35,157.09,155.0,2.09,0.32,False,1
2021-08-09,2021-09-03,PG,2.25,1.5825,3.7,1.32,-0.2,-0.1407,-0.00469,142.18,144.05,142.0,2.05,-0.09,False,1
2021-08-09,2021-09-03,QCOM,3.93,2.6749,3.1,-1.56,-3.93,-2.6749,-0.089163,146.92,144.63,147.0,0.0,0.04,False,1
2021-08-09,2021-09-03,TSLA,31.22,4.374,4.1,2.78,-12.65,-1.7723,-0.059077,713.76,733.57,715.0,18.57,0.62,False,1
2021-08-09,2021-09-03,V,5.01,2.0875,0.9,-6.2,-5.01,-2.0875,-0.069583,240.0,225.11,240.0,0.0,0.0,False,1
2021-08-09,2021-09-03,WFC,1.71,3.5149,10.2,-9.21,-1.71,-3.5252,-0.117507,48.65,44.17,49.0,0.0,0.17,False,1
2021-08-09,2021-09-03,WMT,3.91,2.6858,3.9,2.52,-0.66,-0.4534,-0.015113,145.58,149.25,146.0,3.25,0.21,False,1
2021-09-03,2021-10-01,AAPL,4.39,2.8451,5.6,-9.83,-4.39,-2.8451,-0.094837,154.3,139.14,155.0,0.0,0.35,False,1
2021-09-03,2021-10-01,ABT,1.78,1.3805,4.7,-10.4,-1.78,-1.3805,-0.046017,128.94,115.53,128.0,0.0,-0.47,False,1
2021-09-03,2021-10-01,ADBE,16.8,2.5203,5.9,-16.22,-16.8,-2.521,-0.084033,666.59,558.49,665.0,0.0,-0.8,False,1
2021-09-03,2021-10-01,AMZN,80.53,2.3154,4.1,-5.6,-80.53,-2.3154,-0.07718,3478.05,3283.2,3480.0,0.0,0.98,False,20
2021-09-03,2021-10-01,AVGO,21.9,4.4004,2.7,-4.37,-21.9,-4.4004,-0.14668,497.68,475.95,500.0,0.0,1.16,False,1
2021-09-03,2021-10-01,BAC,1.0,2.4361,0.9,5.58,1.34,3.2765,0.109217,41.05,43.34,41.0,2.34,-0.02,False,1
2021-09-03,2021-10-01,BX,3.25,2.5194,12.9,-13.99,-3.25,-2.5194,-0.08398,129.0,110.95,129.0,0.0,0.0,False,1
2021-09-03,2021-10-01,CMCSA,1.51,2.4465,5.9,-8.0,-1.51,-2.4465,-0.08155,61.72,56.78,62.0,0.0,0.14,False,1
2021-09-03,2021-10-01,COST,12.88,2.7846,5.0,-4.84,-12.88,-2.7835,-0.092783,462.55,440.14,465.0,0.0,1.23,False,1
2021-09-03,2021-10-01,CRM,5.16,1.932,7.1,1.42,0.7,0.2621,0.008737,267.08,270.86,265.0,5.86,-1.04,False,1
2021-09-03,2021-10-01,DIS,3.1,1.7127,2.4,-4.17,-3.1,-1.7127,-0.05709,181.0,173.46,180.0,0.0,-0.5,False,1
2021-09-03,2021-10-01,GOOG,45.79,1.5814,4.9,-5.74,-45.79,-1.5814,-0.052713,2895.5,2729.2,2895.0,0.0,-0.25,False,20
2021-09-03,2021-10-01,GOOGL,55.62,1.9348,5.0,-7.01,-55.62,-1.9349,-0.064497,2874.79,2673.19,2875.0,0.0,0.1,False,1
2021-09-03,2021-10-01,HD,5.78,1.7497,0.5,-1.17,-5.78,-1.7497,-0.058323,330.34,326.47,330.0,0.0,-0.17,False,1
2021-09-03,2021-10-01,INTU,13.28,2.3577,5.2,-6.73,-13.28,-2.3569,-0.078563,563.25,525.35,565.0,0.0,0.88,False,1
2021-09-03,2021-10-01,JNJ,2.39,1.3654,0.8,-9.04,-2.39,-1.3654,-0.045513,175.04,159.22,175.0,0.0,-0.02,False,1
2021-09-03,2021-10-01,JPM,3.83,2.4014,1.4,4.68,3.11,1.9531,0.065103,159.49,166.95,160.0,6.95,0.25,False,1
2021-09-03,2021-10-01,KO,1.26,2.221,0.1,-6.59,-1.26,-2.2122,-0.07374,56.73,52.99,57.0,0.0,0.14,False,1
2021-09-03,2021-10-01,MRK,1.33,1.7215,2.6,7.56,4.77,6.174,0.2058,77.26,83.1,77.0,6.1,-0.13,False,1
2021-09-03,2021-10-01,MSFT,4.21,1.398,4.4,-5.99,-4.21,-1.398,-0.0466,301.14,283.11,300.0,0.0,-0.57,False,1
2021-09-03,2021-10-01,NFLX,14.68,2.4859,13.6,2.17,-1.34,-0.2261,-0.007537,590.53,603.35,590.0,13.35,-0.27,False,1
2021-09-03,2021-10-01,NOW,19.56,2.8823,15.4,-8.94,-19.56,-2.8815,-0.09605,678.63,617.97,680.0,0.0,0.69,False,1
2021-09-03,2021-10-01,NVDA,9.58,4.1938,12.6,-13.62,-9.58,-4.196,-0.139867,228.43,197.32,230.0,0.0,0.78,False,1
2021-09-03,2021-10-01,ORCL,2.95,3.2778,0.1,-0.82,-2.95,-3.2778,-0.10926,90.0,89.26,90.0,0.0,0.0,False,1
2021-09-03,2021-10-01,PEP,0.32,0.2037,1.8,-4.39,-0.32,-0.2005,-0.006683,157.09,150.2,155.0,0.0,-1.04,False,1
2021-09-03,2021-10-01,PG,2.03,1.4092,1.3,-3.65,-2.03,-1.4127,-0.04709,144.05,138.79,144.0,0.0,-0.03,False,1
2021-09-03,2021-10-01,TSLA,30.27,4.1264,2.8,6.54,16.27,2.2172,0.073907,733.57,781.53,735.0,46.53,0.72,False,1
2021-09-03,2021-10-01,UNH,11.85,2.8023,2.9,-8.48,-11.85,-2.8023,-0.09341,422.86,387.01,425.0,0.0,1.07,False,1
2021-09-03,2021-10-01,WMT,1.94,1.2998,2.5,-9.06,-1.94,-1.2965,-0.043217,149.25,135.73,149.0,0.0,-0.12,False,1
2021-10-04,2021-10-29,BAC,1.13,2.6073,5.6,10.41,3.72,8.5833,0.28611,43.34,47.85,43.0,4.85,-0.17,False,1
2021-10-04,2021-10-29,CRM,5.57,2.0564,1.4,11.78,27.19,10.0384,0.334613,270.86,302.76,270.0,32.76,-0.43,False,1
2021-10-04,2021-10-29,CVX,3.54,3.3804,7.4,9.37,5.99,5.72,0.190667,104.72,114.53,105.0,9.53,0.14,False,1
2021-10-04,2021-10-29,IBM,4.8,3.3308,3.2,-12.37,-4.8,-3.3273,-0.11091,144.11,126.28,144.0,0.0,-0.05,False,1
2021-10-04,2021-10-29,JPM,3.25,1.9467,4.7,1.71,1.56,0.9314,0.031047,166.95,169.8,165.0,4.8,-0.97,False,1
2021-10-04,2021-10-29,MA,12.66,3.6781,1.2,-2.95,-12.66,-3.6781,-0.122603,344.2,334.05,345.0,0.0,0.4,False,1
2021-10-04,2021-10-29,MRK,2.53,3.0445,7.6,5.7,2.31,2.7798,0.09266,83.1,87.84,83.0,4.84,-0.05,False,1
2021-10-04,2021-10-29,NFLX,26.38,4.3723,2.2,12.9,49.79,8.2531,0.275103,603.35,681.17,605.0,76.17,0.83,False,1
2021-10-04,2021-10-29,TSLA,45.4,5.8091,6.5,-4.97,-45.4,-5.8091,-0.193637,781.53,742.66,780.0,0.0,-0.77,False,2
2021-10-04,2021-10-29,WFC,1.72,3.658,6.5,9.97,2.99,6.359,0.211967,47.02,51.71,47.0,4.71,-0.01,False,1
2021-10-04,2021-10-29,XOM,3.41,5.525,12.5,6.34,0.22,0.3564,0.01188,61.72,65.63,62.0,3.63,0.14,False,1
2021-11-01,2021-11-26,AAPL,3.37,2.2624,7.1,5.27,4.44,2.9807,0.099357,148.96,156.81,149.0,7.81,0.02,False,1
2021-11-01,2021-11-26,ABBV,2.46,2.1427,5.6,1.48,-0.95,-0.8231,-0.027437,114.81,116.51,115.0,1.51,0.1,False,1
2021-11-01,2021-11-26,ABT,2.27,1.7605,11.6,-2.37,-2.27,-1.7605,-0.058683,128.94,125.88,129.0,0.0,0.03,False,1
2021-11-01,2021-11-26,ADBE,16.95,2.6476,14.6,3.42,5.15,0.8044,0.026813,640.2,662.1,640.0,22.1,-0.1,False,1
2021-11-01,2021-11-26,AVGO,13.84,2.621,10.9,3.51,2.76,0.5227,0.017423,528.05,546.6,530.0,16.6,0.97,False,10
2021-11-01,2021-11-26,BAC,1.28,2.675,10.4,-4.37,-1.28,-2.6646,-0.08882,47.85,45.76,48.0,0.0,0.08,False,1
2021-11-01,2021-11-26,BX,4.46,3.242,24.0,4.54,1.35,0.9777,0.03259,137.57,143.81,138.0,5.81,0.21,False,1
2021-11-01,2021-11-26,COST,9.02,1.8338,11.8,11.03,47.11,9.5788,0.319293,491.87,546.13,490.0,56.13,-0.93,False,1
2021-11-01,2021-11-26,CRM,10.37,3.4252,11.8,-6.13,-10.37,-3.4252,-0.114173,302.76,284.21,305.0,0.0,1.12,False,1
2021-11-01,2021-11-26,CVX,3.59,3.1345,9.4,-0.02,-3.59,-3.1302,-0.10434,114.53,114.51,115.0,0.0,0.24,False,1
2021-11-01,2021-11-26,GOOGL,63.63,2.2171,7.4,-0.92,-63.63,-2.2171,-0.073903,2869.94,2843.6,2870.0,0.0,0.03,False,20
2021-11-01,2021-11-26,HD,6.66,1.8173,12.3,9.88,31.04,8.4698,0.282327,366.48,402.7,365.0,37.7,-0.74,False,1
2021-11-01,2021-11-26,INTU,21.21,3.4838,15.9,9.54,35.7,5.8647,0.19549,608.81,666.91,610.0,56.91,0.6,False,1
2021-11-01,2021-11-26,JNJ,5.34,3.2757,2.4,-2.34,-5.34,-3.2757,-0.10919,163.02,159.2,165.0,0.0,0.99,False,1
2021-11-01,2021-11-26,JPM,3.85,2.2674,1.7,-4.63,-3.85,-2.2674,-0.07558,169.8,161.93,170.0,0.0,0.1,False,1
2021-11-01,2021-11-26,KO,0.58,1.0326,6.0,-4.34,-0.58,-1.0237,-0.034123,56.17,53.73,56.0,0.0,-0.08,False,1
2021-11-01,2021-11-26,LLY,5.3,2.1259,10.9,4.44,5.07,2.0356,0.067853,249.31,260.37,250.0,10.37,0.35,False,1
2021-11-01,2021-11-26,MRK,2.19,2.4932,5.7,-9.88,-2.19,-2.4932,-0.083107,87.84,79.16,88.0,0.0,0.08,False,1
2021-11-01,2021-11-26,MSFT,7.76,2.356,16.3,0.09,-7.76,-2.3545,-0.078483,329.37,329.68,330.0,0.0,0.32,False,1
2021-11-01,2021-11-26,NFLX,17.32,2.5427,12.9,-2.29,-17.32,-2.5427,-0.084757,681.17,665.6,680.0,0.0,-0.58,False,10
2021-11-01,2021-11-26,NKE,2.08,1.2505,13.0,1.02,0.94,0.5621,0.018737,166.33,168.02,165.0,3.02,-0.67,False,1
2021-11-01,2021-11-26,NOW,18.09,2.6526,10.4,-4.76,-18.09,-2.6526,-0.08842,681.98,649.55,680.0,0.0,-0.99,False,5
2021-11-01,2021-11-26,NVDA,13.62,5.2736,30.9,-87.8,-13.62,-5.2716,-0.17572,258.27,31.5,260.0,0.0,0.87,False,1
2021-11-01,2021-11-26,ORCL,1.86,1.9708,5.7,-2.17,-1.86,-1.9708,-0.065693,94.38,92.33,94.0,0.0,-0.19,False,1
2021-11-01,2021-11-26,PEP,1.12,0.6945,7.4,-0.07,0.02,0.0124,0.000413,161.26,161.14,160.0,1.14,-0.63,False,1
2021-11-01,2021-11-26,PG,2.06,1.4442,2.8,3.39,2.41,1.6896,0.05632,142.64,147.47,143.0,4.47,0.18,False,1
2021-11-01,2021-11-26,QCOM,5.63,4.1762,6.4,30.36,35.11,26.0478,0.86826,134.81,175.74,135.0,40.74,0.1,False,1
2021-11-01,2021-11-26,UNH,8.1,1.7837,17.3,-3.13,-8.1,-1.7826,-0.05942,454.11,439.91,455.0,0.0,0.45,False,1
2021-11-01,2021-11-26,WFC,2.15,4.1578,10.0,-6.34,-2.15,-4.1481,-0.13827,51.71,48.43,52.0,0.0,0.15,False,1
2021-11-01,2021-11-26,WMT,3.45,2.3032,10.4,-3.26,-3.45,-2.3032,-0.076773,149.79,144.9,150.0,0.0,0.1,False,3
2021-11-01,2021-11-26,XOM,2.39,3.6416,6.3,-6.67,-2.39,-3.634,-0.121133,65.63,61.25,66.0,0.0,0.19,False,1
2021-12-27,2022-01-21,AAPL,4.53,2.5121,21.1,-10.38,-4.53,-2.5148,-0.083827,180.33,161.62,180.0,0.0,-0.17,False,1
2021-12-27,2022-01-21,ABBV,3.24,2.4105,17.1,-1.67,-3.24,-2.4143,-0.080477,134.41,132.16,134.0,0.0,-0.21,False,1
2021-12-27,2022-01-21,ABT,2.96,2.0925,9.7,-12.47,-2.96,-2.0925,-0.06975,141.46,123.82,141.0,0.0,-0.23,False,1
2021-12-27,2022-01-21,AMZN,94.53,2.7857,2.3,-14.81,-94.53,-2.7856,-0.092853,3393.39,2890.88,3395.0,0.0,0.81,False,1
2021-12-27,2022-01-21,AVGO,18.06,2.6784,27.7,-19.68,-18.06,-2.6784,-0.08928,674.28,541.58,675.0,0.0,0.36,False,1
2021-12-27,2022-01-21,COST,13.73,2.4367,14.6,-13.23,-13.73,-2.4358,-0.081193,563.47,488.9,565.0,0.0,0.77,False,1
2021-12-27,2022-01-21,CVX,3.45,2.9043,3.7,7.06,4.73,3.9776,0.132587,118.79,127.18,119.0,8.18,0.1,False,1
2021-12-27,2022-01-21,GOOG,68.84,2.3247,3.0,-11.95,-68.84,-2.3247,-0.07749,2961.28,2607.44,2960.0,0.0,-0.64,False,1
2021-12-27,2022-01-21,GOOGL,66.42,2.2453,3.1,-11.87,-66.42,-2.2453,-0.074843,2958.13,2607.0,2960.0,0.0,0.94,False,20
2021-12-27,2022-01-21,HD,9.23,2.2841,10.3,-9.97,-9.23,-2.2829,-0.076097,404.09,363.81,405.0,0.0,0.46,False,1
2021-12-27,2022-01-21,IBM,3.09,2.3477,4.2,-2.13,-3.09,-2.3477,-0.078257,131.62,128.82,132.0,0.0,0.19,False,1
2021-12-27,2022-01-21,INTU,32.42,4.9665,7.2,-19.03,-32.42,-4.9673,-0.165577,652.77,528.55,655.0,0.0,1.11,False,1
2021-12-27,2022-01-21,JNJ,2.88,1.6974,4.1,-3.95,-2.88,-1.6945,-0.056483,169.67,162.97,170.0,0.0,0.17,False,1
2021-12-27,2022-01-21,KO,0.68,1.1594,4.4,2.23,0.77,1.3214,0.044047,58.65,59.96,58.5,1.46,-0.08,False,1
2021-12-27,2022-01-21,LLY,7.49,2.6903,11.7,-13.65,-7.49,-2.6921,-0.089737,278.41,240.42,277.5,0.0,-0.46,False,1
2021-12-27,2022-01-21,MA,9.35,2.595,7.9,-3.02,-9.35,-2.5936,-0.086453,360.31,349.42,360.0,0.0,-0.15,False,1
2021-12-27,2022-01-21,MSFT,7.5,2.1901,4.0,-13.46,-7.5,-2.1916,-0.073053,342.45,296.37,342.5,0.0,0.02,False,1
2021-12-27,2022-01-21,NKE,3.68,2.196,0.8,-12.88,-3.68,-2.196,-0.0732,167.58,146.0,167.5,0.0,-0.04,False,1
2021-12-27,2022-01-21,NVDA,15.68,5.0671,19.8,-24.47,-15.68,-5.0654,-0.168847,309.45,233.72,310.0,0.0,0.28,False,1
2021-12-27,2022-01-21,PEP,3.83,2.2336,6.3,1.08,-3.0,-1.7525,-0.058417,171.47,173.33,172.5,0.83,0.51,False,1
2021-12-27,2022-01-21,PG,3.76,2.3214,13.6,-0.41,-3.76,-2.3245,-0.077483,161.97,161.3,162.5,0.0,0.26,False,1
2021-12-27,2022-01-21,QCOM,7.08,3.7997,38.2,-8.73,-7.08,-3.8024,-0.126747,186.33,170.07,187.5,0.0,0.58,False,1
2021-12-27,2022-01-21,TMO,13.69,2.0673,42.9,-12.36,-13.69,-2.0681,-0.068937,662.21,580.33,660.0,0.0,-1.11,False,1
2021-12-27,2022-01-21,TSLA,69.97,6.3961,40.0,-14.99,-69.97,-6.3961,-0.213203,1093.94,930.0,1095.0,0.0,0.53,False,1
2021-12-27,2022-01-21,UNH,12.28,2.4585,10.0,-7.45,-12.28,-2.4585,-0.08195,499.5,462.27,500.0,0.0,0.25,False,1
2021-12-27,2022-01-21,V,5.12,2.3526,2.4,-7.25,-5.12,-2.3549,-0.078497,217.63,201.85,217.5,0.0,-0.07,False,1
2022-01-24,2022-02-18,CVX,5.31,4.1752,7.1,4.91,1.11,0.8728,0.029093,127.18,133.42,127.0,6.42,-0.09,False,1
2022-01-24,2022-02-18,KO,1.42,2.3682,2.2,4.3,1.12,1.8679,0.062263,59.96,62.54,60.0,2.54,0.02,False,1
2022-01-24,2022-02-18,MRK,3.33,4.2243,3.0,-3.12,-3.33,-4.2306,-0.14102,78.83,76.37,79.0,0.0,0.08,False,1
2022-01-24,2022-02-18,PEP,5.28,3.0462,1.1,-3.24,-5.28,-3.0491,-0.101637,173.33,167.71,172.5,0.0,-0.42,False,1
2022-01-24,2022-02-18,WFC,1.92,3.6009,9.3,4.33,0.71,1.3316,0.044387,53.32,55.63,53.0,2.63,-0.16,False,1
2022-01-24,2022-02-18,XOM,3.19,4.3825,17.6,6.28,1.17,1.6005,0.05335,72.79,77.36,73.0,4.36,0.1,False,1
2022-02-18,2022-03-18,AAPL,3.44,2.0562,3.5,-1.98,-3.44,-2.0562,-0.06854,167.3,163.98,165.0,0.0,-1.15,False,1
2022-02-18,2022-03-18,ABBV,4.79,3.3257,9.0,10.53,9.41,6.5368,0.217893,144.03,159.2,145.0,14.2,0.49,False,1
2022-02-18,2022-03-18,AMZN,114.13,3.7395,5.6,5.67,60.87,1.9944,0.06648,3052.03,3225.0,3050.0,175.0,-1.02,False,20
